testName,graphID,strength,criteria,noOfNodes,noOfEdges,entitySetGenerationTime,noOfEntities,testSuiteSize,testSuiteGenerationTime,totalPathLength,averagePathLength
Test-107-3,5,2,t*_cover,11,18,0.0001120567,87,5.3333333333,3.4700665474,70,13.125
Test-107-4,0,2,t*_cover,88,158,0.0052528381,7385,32.3333333333,25.1130776405,3406.66666667,105.3608247425
Test-107-4,1,2,t*_cover,24,30,0.0004713535,559,9,4.8034416835,320.666666667,35.6296296297
Test-107-4,2,2,t*_cover,163,361,0.0156657696,25048,38,89.0911797682,7485,196.9736842105
Test-107-4,3,2,t*_cover,11,18,0.0001370907,87,6.3333333333,3.3506364028,74.6666666667,11.7894736842
Test-11-1,0,2,t*_cover,243,748,0.0462119579,59312,91,2529.94723336,24531.3333333,269.5750915747
Test-11-1,1,2,t*_cover,3,2,7.60555267334E-05,3,1,0.8961643378,2,2
Test-11-1,2,2,t*_cover,119,232,0.0088911057,14156,44,52.520809412,6028.66666667,137.0151515152
Test-11-1,3,2,t*_cover,139,275,0.0158009529,19319,32.3333333333,42.6524596214,5759,178.113402062
Test-11-1,4,2,t*_cover,249,610,0.0445480347,61622,344.333333333,3589.12185971,71802,208.5246853826
Test-11-1,5,2,t*_cover,7,12,0.0001208782,42,6,2.7392677466,36.6666666667,6.1111111111
Test-11-1,6,2,t*_cover,3,2,5.10215759278E-05,3,1,1.0249989828,2,2
Test-11-1,7,2,t*_cover,36,52,0.0009829998,1088,14.6666666667,9.8650626341,633,43.159090909
Test-11-1,8,2,t*_cover,115,257,0.0089788437,13253,41.3333333333,58.8807680607,5753,139.1854838711
Test-11-1,9,2,t*_cover,9,14,0.0001280308,63,5.6666666667,2.9513889154,61.6666666667,10.8823529412
Test-11-2,0,2,t*_cover,182,468,0.0268270969,33229,66,821.909284035,11828,179.2121212121
Test-11-2,1,2,t*_cover,3,2,4.31537628174E-05,3,1,0.9799435933,2,2
Test-11-2,2,2,t*_cover,153,331,0.0144462585,23283,38.3333333333,82.2519636949,8376.66666667,218.5217391307
Test-11-2,3,2,t*_cover,226,553,0.0309891701,50732,103.333333333,1215.15494665,23309.6666667,225.5774193559
Test-11-2,4,2,t*_cover,5,6,9.58442687988E-05,17,2.3333333333,2.110311985,9.3333333333,4
Test-11-2,5,2,t*_cover,3,2,3.09944152832E-05,3,1,1.4647286733,2,2
Test-11-2,6,2,t*_cover,189,596,0.0221040249,35940,87.6666666667,1057.50367689,20061,228.8326996197
Test-11-2,7,2,t*_cover,97,201,0.0055820942,8862,47.6666666667,46.635926644,5384.33333333,112.9580419579
Test-11-2,8,2,t*_cover,9,14,0.0001192093,63,4,2.3205863635,42,10.5
Test-11-3,0,2,t*_cover,196,503,0.0296680927,38528,43.6666666667,268.007523378,10486.3333333,240.145038167
Test-11-3,1,2,t*_cover,3,2,4.19616699219E-05,3,1,0.8547969659,2,2
Test-11-3,2,2,t*_cover,116,213,0.0083642006,13438,30.3333333333,29.4071083069,4895,161.3736263738
Test-11-3,3,2,t*_cover,101,199,0.0065329075,10199,39.3333333333,36.1596873601,4895,124.4491525425
Test-11-3,4,2,t*_cover,222,549,0.0306091309,48952,99,1456.28829106,23330,235.6565656566
Test-11-3,5,2,t*_cover,5,6,8.72611999512E-05,17,2.6666666667,1.8691736857,10.6666666667,4
Test-11-3,6,2,t*_cover,3,2,2.90870666504E-05,3,1,0.8555293083,2,2
Test-11-3,7,2,t*_cover,17,24,0.0001819134,156,9.6666666667,7.6818573475,157.666666667,16.3103448276
Test-11-3,8,2,t*_cover,19,25,0.0002779961,349,5.6666666667,2.6425003211,158.666666667,28
Test-11-3,9,2,t*_cover,9,14,9.08374786377E-05,63,5,2.6307455699,47,9.4
Test-11-4,0,2,t*_cover,159,388,0.0172967911,25352,28.6666666667,71.1997929414,5652.66666667,197.1860465115
Test-11-4,1,2,t*_cover,3,2,4.29153442383E-05,3,1,1.0881315867,2,2
Test-11-4,2,2,t*_cover,22,32,0.0003917217,473,8.3333333333,4.0996790727,315,37.8
Test-11-4,3,2,t*_cover,11,12,9.60826873779E-05,62,3,3.8175748984,30,10
Test-11-4,4,2,t*_cover,224,551,0.0332992077,49838,105.666666667,1239.68513481,22902.3333333,216.7413249201
Test-11-4,5,2,t*_cover,5,6,8.27312469482E-05,17,2.6666666667,1.5949929555,10.6666666667,4
Test-11-4,6,2,t*_cover,3,2,0.000027895,3,1,1.0115275383,2,2
Test-11-4,7,2,t*_cover,98,166,0.0077462196,8237,34.6666666667,31.0052352746,4407.66666667,127.1442307692
Test-11-4,8,2,t*_cover,16,20,0.0002388954,245,3.3333333333,1.8560406367,83.3333333333,25
Test-11-4,9,2,t*_cover,9,14,8.60691070557E-05,63,4.3333333333,2.4353242715,45,10.3846153846
Test-11-5,0,2,t*_cover,235,707,0.0370121002,55463,73,1342.55483421,18314.6666667,250.8858447493
Test-11-5,1,2,t*_cover,3,2,5.48362731933E-05,3,1,0.8576436838,2,2
Test-11-5,2,2,t*_cover,162,368,0.0166249275,26289,45,127.854206403,8949,198.8666666667
Test-11-5,3,2,t*_cover,225,551,0.0393891335,50283,99,1080.09051665,22484.3333333,227.1144781141
Test-11-5,4,2,t*_cover,7,12,0.0001199245,42,4.6666666667,2.2021621068,33.3333333333,7.1428571428
Test-11-5,5,2,t*_cover,3,2,2.98023223877E-05,3,1,0.8389396667,2,2
Test-11-5,6,2,t*_cover,17,24,0.0001840591,156,7,6.9763328234,121.333333333,17.3333333333
Test-11-5,7,2,t*_cover,125,253,0.009816885,15629,30.3333333333,37.2547127406,4738,156.197802198
Test-11-5,8,2,t*_cover,9,14,0.0001311302,63,4.3333333333,2.4401550293,52.3333333333,12.0769230769
Test-11-5,9,2,t*_cover,125,272,0.0092761517,14925,31.6666666667,46.2927676042,5350.33333333,168.9578947366
Test-14-10,0,2,t*_cover,7,6,9.29832458496E-05,21,1,2.2639400164,6,6
Test-14-10,1,2,t*_cover,28,35,0.0003516674,410,7,12.5265680949,198.666666667,28.380952381
Test-14-10,2,2,t*_cover,45,77,0.0012099743,1621,15.6666666667,14.1569956144,784.333333333,50.0638297871
Test-14-2,0,2,t*_cover,13,12,0.0001330376,78,1,3.8968879382,12,12
Test-14-2,1,2,t*_cover,30,38,0.0007400513,822,4.3333333333,2.9236165683,234.666666667,54.153846154
Test-14-2,2,2,t*_cover,49,83,0.0033159256,1955,16,13.2732120355,982.666666667,61.4166666667
Test-14-8,0,2,t*_cover,7,6,9.20295715332E-05,21,1,1.9060486158,6,6
Test-14-8,1,2,t*_cover,28,35,0.0003671646,410,7,12.4390233358,207.333333333,29.619047619
Test-14-8,2,2,t*_cover,45,77,0.0012459755,1621,16.6666666667,13.3525293668,831,49.8599999999
Test-15-1,0,2,t*_cover,53,94,0.0035338402,2460,20.3333333333,15.3703410625,1126.66666667,55.4098360658
Test-15-1,1,2,t*_cover,42,70,0.0012300014,1751,12,6.5101887385,697.666666667,58.1388888889
Test-15-1,2,2,t*_cover,268,665,0.0534629822,71424,345.666666667,3619.11440031,92241.3333333,266.8505303757
Test-15-1,3,2,t*_cover,128,257,0.009693861,15179,33,41.4468766054,5016,152
Test-15-1,4,2,t*_cover,15,24,0.00020504,157,8,5.4234294891,132.666666667,16.5833333334
Test-17-1,0,2,t*_cover,62,110,0.0042653084,3770,30,20.4557919502,2210,73.6666666667
Test-17-1,1,2,t*_cover,18,21,0.0003209114,310,4.6666666667,2.8727666537,143.333333333,30.7142857142
Test-17-1,2,2,t*_cover,33,57,0.0005869865,742,12.3333333333,11.0474073092,402.666666667,32.6486486488
Test-17-1,3,2,t*_cover,264,711,0.0441429615,69358,352.666666667,4567.98878582,94378,267.6124763703
Test-17-1,4,2,t*_cover,45,93,0.0014507771,2029,23.3333333333,15.2104069392,1225.33333333,52.5142857142
Test-17-1,5,2,t*_cover,13,20,0.0001299381,110,6.3333333333,4.5785793463,89,14.052631579
Test-17-2,0,2,t*_cover,57,102,0.0018389225,2425,21.3333333333,15.4989611308,1356,63.5625000001
Test-17-2,1,2,t*_cover,18,21,0.0002961159,310,5.6666666667,2.62550807,151.333333333,26.7058823529
Test-17-2,2,2,t*_cover,226,558,0.037529707,50737,162.333333333,1141.63428768,40622.3333333,250.2402464069
Test-17-2,3,2,t*_cover,47,100,0.0015699863,2216,22,14.5551069577,1347,61.2272727273
Test-17-2,4,2,t*_cover,39,66,0.0008111,1043,13.6666666667,11.7211186886,552.333333333,40.4146341462
Test-17-2,5,2,t*_cover,11,18,0.000109911,87,6.3333333333,4.199191014,72,11.3684210526
Test-19-1,0,2,t*_cover,16,19,0.0002338886,146,7.6666666667,6.3615292708,115.333333333,15.0434782608
Test-19-1,1,2,t*_cover,214,545,0.0352311134,45914,92.6666666667,787.238819361,25084.6666667,270.6978417269
Test-19-1,2,2,t*_cover,383,1041,0.1057322025,146205,547.333333333,21730.8396613,191203.666667,349.3367844101
Test-19-1,3,2,t*_cover,16,31,0.0003142357,205,13,7.8179159165,215,16.5384615385
Test-19-1,4,2,t*_cover,46,73,0.0014309883,2098,19.3333333333,11.278350989,1203.33333333,62.2413793103
Test-19-1,5,2,t*_cover,29,46,0.0006611347,830,18.6666666667,10.1816360156,913,48.9107142856
Test-19-1,6,2,t*_cover,14,23,0.0001730919,143,8.6666666667,4.4680137634,136.666666667,15.7692307693
Test-21-1,0,2,t*_cover,25,42,0.0004220009,429,10.6666666667,8.1131260395,278.333333333,26.0937499999
Test-21-1,1,2,t*_cover,282,719,0.0522658825,79122,347,4120.8833754,107823.666667,310.7310278588
Test-21-1,2,2,t*_cover,5,6,9.3936920166E-05,18,3,1.6101213296,12.6666666667,4.2222222222
Test-21-1,3,2,t*_cover,40,58,0.000854969,1070,13.6666666667,12.3519332409,550.333333333,40.2682926828
Test-21-1,4,2,t*_cover,15,24,0.0001819134,157,7.3333333333,5.2214237054,118.666666667,16.1818181819
Test-23-1,0,2,t*_cover,22,37,0.0003261566,355,12.6666666667,8.6659100056,290.666666667,22.947368421
Test-23-1,1,2,t*_cover,198,465,0.027422905,38884,290.333333333,1082.15804744,51510.6666667,177.4190585537
Test-23-1,2,2,t*_cover,4,5,6.103515625E-05,11,3.6666666667,1.6767470837,12.6666666667,3.4545454546
Test-23-1,3,2,t*_cover,85,151,0.004098177,6281,20.6666666667,17.5453000068,2134,103.258064516
Test-23-1,4,2,t*_cover,14,23,0.0001699924,143,8.3333333333,4.2119339307,128,15.36
Test-24-1,0,2,t*_cover,56,101,0.0020170212,2766,24,18.3204343319,1550.33333333,64.5972222221
Test-24-1,1,2,t*_cover,34,51,0.0036787987,1140,9,4.6907816728,449.666666667,49.962962963
Test-24-1,2,2,t*_cover,268,674,0.0455379486,71433,336.666666667,3072.93645104,91088.3333333,270.5594059402
Test-24-1,3,2,t*_cover,10,10,0.0001392365,50,2.6666666667,3.8827790419,27.3333333333,10.25
Test-24-1,4,2,t*_cover,130,282,0.0105290413,16923,44.6666666667,66.0936106841,6560.66666667,146.8805970149
Test-24-1,5,2,t*_cover,57,106,0.0017061234,2420,19.6666666667,17.0235316754,1156.33333333,58.7966101692
Test-24-1,6,2,t*_cover,15,24,0.0002009869,157,9.3333333333,5.8828003407,147,15.75
Test-24-2,0,2,t*_cover,16,20,0.0002121925,146,6.3333333333,5.0606776079,94,14.8421052632
Test-24-2,1,2,t*_cover,42,70,0.0021152496,1751,18,10.3298077583,955.333333333,53.0740740741
Test-24-2,2,2,t*_cover,234,571,0.0379812717,54398,129.666666667,1047.88268963,32610.3333333,251.4935732639
Test-24-2,3,2,t*_cover,51,105,0.0018007755,2605,22.6666666667,14.6696658929,1632.33333333,72.0147058821
Test-24-2,4,2,t*_cover,11,18,0.0001087189,87,6.3333333333,3.4114635785,81.6666666667,12.8947368421
Test-24-3,0,2,t*_cover,235,574,0.0371921062,54866,135.666666667,1077.66701396,32034.3333333,236.1253071245
Test-24-3,1,2,t*_cover,56,106,0.0020880699,2917,19.6666666667,16.3912893931,1433.33333333,72.8813559319
Test-24-3,2,2,t*_cover,39,61,0.0011250973,1505,15,7.7834099928,792,52.8
Test-24-3,3,2,t*_cover,10,10,9.01222229004E-05,52,3,4.4501250585,30,10
Test-24-3,4,2,t*_cover,98,224,0.006414175,9633,49.3333333333,54.1913569768,5895.66666667,119.5067567569
Test-24-3,5,2,t*_cover,33,47,0.000590086,681,12.3333333333,9.7069516977,474,38.4324324325
Test-24-3,6,2,t*_cover,11,18,0.0001101494,87,5,2.7890907129,64,12.8
Test-24-4,0,2,t*_cover,16,20,0.0001821518,146,6.3333333333,5.6897333463,95.6666666667,15.1052631579
Test-24-4,1,2,t*_cover,42,69,0.0013210773,1750,18.3333333333,10.5182949702,959.333333333,52.3272727273
Test-24-4,2,2,t*_cover,239,579,0.0393631458,56751,136,1069.20383096,33504.6666667,246.3578431375
Test-24-4,3,2,t*_cover,44,85,0.0013539791,1934,19.3333333333,11.3389299711,1236.33333333,63.948275862
Test-24-4,4,2,t*_cover,11,18,0.0001077652,87,6.6666666667,3.5013436476,76.6666666667,11.5
Test-24-5,0,2,t*_cover,72,128,0.0042350292,3969,21.6666666667,19.5947863261,1728.66666667,79.7846153846
Test-24-5,1,2,t*_cover,42,70,0.0012271404,1751,19.3333333333,10.4241436323,1044.33333333,54.0172413792
Test-24-5,2,2,t*_cover,264,653,0.0466430187,69300,136,1222.09355029,39036.3333333,287.0318627449
Test-24-5,3,2,t*_cover,10,10,0.0001459122,52,2.3333333333,3.8328641256,24,10.2857142857
Test-24-5,4,2,t*_cover,112,233,0.0080361366,12554,30.3333333333,33.6109340191,4211.33333333,138.8351648352
Test-24-5,5,2,t*_cover,17,21,0.0002770424,277,8,3.7831836542,267.333333333,33.4166666666
Test-24-5,6,2,t*_cover,11,18,0.0001089573,87,7.3333333333,3.874123017,90.6666666667,12.3636363636
Test-24-6,0,2,t*_cover,235,568,0.0407512188,54860,129.333333333,862.958213012,33838,261.6340206192
